jeu_200_25_1,1.134313,0.1413611,0.1936011,0.1876336,0.2224603,0.2497542,0.2894723,0.4279963,0.4295616,0.6769679,0.687729,0.870569,0.7707847,1.232532,1.557515,1.381425,1.696235,2.481498,2.814797,2.785351,3.485407
jeu_200_25_2,0.1193791,0.01711378,0.02087047,0.03055436,0.03189007,0.03723291,0.04583154,0.06954039,0.1179599,0.1514361,0.1561946,0.2417635,0.278412,0.4296811,0.458065,0.5928882,0.9517767,0.8791475,1.702863,1.790602,3.009187
,0.1193791,0.01711378,0.02087047,0.03055436,0.03189007,0.03723291,0.04583154,0.06954039,0.1179599,0.1514361,0.1561946,0.2417635,0.278412,0.4296811,0.458065,0.5928882,0.9517767,0.8791475,1.702863,1.790602,3.009187
jeu_200_25_4,0.92867,0,0,0.01870832,0.02617365,0.0794204,0.1309582,0.2425785,0.3270358,0.4821889,0.5160078,0.686901,0.7937543,0.8700267,0.941532,1.076088,1.2656,2.01726,2.044243,2.543162,2.762175
jeu_200_25_5,1.240631,0.5704555,0.534048,0.4554675,0.4705217,0.4523713,0.5135487,0.5856164,0.6303517,0.6191412,0.7512118,0.8844569,0.9649591,1.061156,1.348679,1.499221,1.733681,1.812261,1.915398,2.754479,3.022784
jeu_200_25_6,3.665169,1.247775,1.325435,1.222636,1.131784,1.209444,1.23533,1.365509,1.431469,1.586788,1.72543,1.96687,2.12642,2.681734,2.806935,3.262436,3.62858,4.129631,4.262299,5.19894,5.68207
jeu_200_25_7,1.951352,1.396097,1.406599,1.38153,1.381869,1.364252,1.476726,1.569551,1.604106,1.69998,1.945931,2.338912,2.729521,2.717664,3.077444,3.498543,4.044651,4.446778,5.044718,5.674504,6.227387
jeu_200_25_8,0.9656502,0.2477364,0.3165298,0.3352673,0.4561241,0.4616116,0.5144781,0.5983953,0.5049755,0.6689285,0.9873321,1.053449,1.296367,1.375867,1.589609,1.87027,2.353429,2.561683,2.950754,3.327244,3.585821
jeu_200_25_9,3.388972,0.9966374,1.031479,1.030669,1.037556,1.201637,1.296034,1.340599,1.484828,1.259166,1.50711,1.874975,2.164243,2.454726,2.602196,2.800713,3.102135,4.152251,4.765223,4.579265,6.181988
jeu_200_25_10,4.84946,3.000475,2.778844,2.57496,2.410285,2.622836,2.351679,2.343012,2.082173,2.455684,2.315359,2.470955,2.788337,3.20312,3.801977,3.779277,4.147011,4.485029,5.135475,4.794569,5.910976
jeu_200_50_1,0.232735,0.1007802,0.1007802,0.1021777,0.1057789,0.1324923,0.1361473,0.1428122,0.1207212,0.2145677,0.2519236,0.2862694,0.2805183,0.3401801,0.4406378,0.4333279,0.4753062,0.5579728,0.7243273,0.7535132,0.8205925
jeu_200_50_2,0.851608,0.3067305,0.2351158,0.2180647,0.1904987,0.1995927,0.207834,0.2705442,0.2535878,0.3315493,0.3932174,0.403827,0.4762942,0.4069531,0.5867475,0.7541325,0.7725098,0.9617771,1.165633,1.234405,1.286695
jeu_200_50_3,1.696855,0.5350705,0.3877017,0.3877017,0.3633162,0.3857649,0.3208839,0.3570658,0.3915751,0.3411317,0.4708057,0.5238902,0.4912296,0.4984484,0.4576887,0.7878161,0.6707309,0.7364043,0.8276955,0.9511191,0.9488302
jeu_200_50_4,1.762246,0.2204994,0.2759743,0.2204994,0.215512,0.2204994,0.2606618,0.3366992,0.2965368,0.410899,0.3871865,0.4954238,0.4696988,0.4871113,0.7674606,0.8314229,0.8826978,1.157097,1.060935,0.9836725,1.359834
jeu_200_50_5,0.4219735,0.0608776,0.07522136,0.04870208,0.04870208,0.04966111,0.05032826,0.05420608,0.05604075,0.06321263,0.153153,0.1039506,0.1349731,0.1720001,0.2515996,0.3161048,0.3898251,0.6143634,0.6435096,0.7498786,0.7015935
jeu_200_50_6,0.4810475,0.1787819,0.1681909,0.1688001,0.1738613,0.1620518,0.1546475,0.1328094,0.1622393,0.1777509,0.1994953,0.2091022,0.1807033,0.2225987,0.2945332,0.2605576,0.2763504,0.4320758,0.4290297,0.4268271,0.5691028
jeu_200_50_7,1.206936,0.7842818,0.5978541,0.6264657,0.4840418,0.6096247,0.4888406,0.5507719,0.4881163,0.5450677,0.5955906,0.5106614,0.5654398,0.6432161,0.7655394,0.9788583,0.9363031,1.001856,1.319028,1.572185,1.42125
jeu_200_50_8,0.3837057,0.06667673,0.06667673,0.06667673,0.06617351,0.06271387,0.07196055,0.08026369,0.1180681,0.1030973,0.1741143,0.1922932,0.2180203,0.2960195,0.3286031,0.378988,0.5261801,0.6873994,0.8415107,0.8307543,1.045755
jeu_200_50_9,1.374171,0.8286956,0.8237402,0.737783,0.7095754,0.7658001,0.5915987,0.6289548,0.7461691,0.6295266,0.6506823,0.6281924,0.6781276,0.6960433,0.8382252,0.722345,0.7330182,1.112297,0.8321262,1.008043,1.254479
jeu_200_50_10,0.7522362,0.151852,0.1405438,0.1399117,0.1472866,0.1375939,0.1891477,0.1857061,0.1976464,0.215346,0.2398587,0.2843186,0.2881114,0.3160656,0.2952053,0.4238791,0.6009461,0.6532725,0.6642997,1.009584,0.9969412
jeu_200_75_1,1.121036,0.09776606,0.08552837,0.07329067,0.2188786,0.08232218,0.0929342,0.06547842,0.1049913,0.08787656,0.0743293,0.1021463,0.1552064,0.1340727,0.1602641,0.247373,0.1649153,0.2612363,0.3423844,0.4345058,0.5169634
jeu_200_75_2,0.9782203,0.8165558,0.8015545,0.7455267,0.684824,0.7125239,0.6237724,0.6022823,0.6058407,0.558674,0.4764114,0.4937152,0.483319,0.4259654,0.4016843,0.4072662,0.4219883,0.4538747,0.4457112,0.4583402,0.484854
jeu_200_75_3,1.979846,1.979846,1.979846,1.979846,1.979846,1.979846,1.979846,1.937213,1.899425,1.92494,1.827401,1.853885,1.654286,1.286093,1.209224,1.284478,1.225373,1.100058,1.015438,1.038047,1.10458
jeu_200_75_4,1.013627,0.6170579,0.58714,0.5424188,0.5659481,0.5659481,0.4902182,0.4038925,0.4216562,0.43942,0.4670006,0.4028017,0.3817656,0.2938816,0.4523533,0.3922057,0.2677034,0.3904917,0.4141767,0.5313554,0.5294856
jeu_200_75_5,2.227218,1.330094,1.281068,1.281068,1.2596,1.151539,1.164739,1.162563,1.007941,0.9352721,1.122094,1.070602,1.000109,1.028393,1.008522,1.046814,0.8888567,0.9380281,0.8663742,0.8266309,0.9813975
jeu_200_75_6,0.3771268,0.3298335,0.1462346,0.1600829,0.06793508,0.06793508,0.06793508,0.06793508,0.03405464,0.05051583,0.06793508,0.06793508,0.07168022,0.06662863,0.1012058,0.06793508,0.1767183,0.219918,0.2211374,0.1440572,0.3192078
jeu_200_75_7,0.5835776,0.4742726,0.3824564,0.3711924,0.3454779,0.3123529,0.2672971,0.2979025,0.3169475,0.2509939,0.2666301,0.2827109,0.2789316,0.296865,0.244695,0.2479556,0.2469182,0.3472564,0.2965686,0.4490768,0.3247285
jeu_200_75_8,0.03777931,0.02712787,0.02446502,0.02979073,0.02712787,0.02712787,0.0242653,0.02712787,0.02712787,0.03245359,0.03418445,0.03418445,0.05838318,0.05159289,0.05605318,0.09626234,0.09769363,0.06620533,0.180209,0.1362052,0.3181783
jeu_200_75_9,0.4533923,0.4235532,0.3958426,0.322967,0.2842265,0.3318298,0.2681652,0.2579092,0.2348042,0.2562837,0.1942446,0.1748937,0.1591421,0.2111574,0.2038427,0.2175819,0.2160725,0.2213359,0.2449054,0.2625147,0.312711
jeu_200_75_10,2.037227,1.295219,1.173841,1.10362,1.040688,1.052462,1.040688,1.043352,1.027093,0.9637406,0.8639466,0.870394,0.8092842,0.7795703,0.6804771,0.7080886,0.816152,0.7612093,0.7505571,0.679496,0.6813181
jeu_200_100_1,0.1842823,0.1546179,0.1445234,0.1384625,0.1284748,0.1118072,0.1036121,0.1017768,0.09492621,0.1026304,0.1018195,0.1011365,0.0990024,0.09294146,0.09067928,0.07569767,0.09759387,0.09671888,0.093475,0.08692321,0.08899332
jeu_200_100_2,0.8681507,0.7636162,0.6994701,0.6994701,0.699866,0.6574979,0.6367098,0.5959255,0.5600248,0.5963215,0.5643144,0.5658323,0.5770513,0.4853856,0.4585261,0.5403586,0.4365501,0.4528506,0.4284988,0.4533126,0.4009134
jeu_200_100_3,3.105527,1.702591,1.702591,1.702591,1.702591,1.702591,1.615419,1.615419,1.414513,1.370927,1.184323,1.368202,0.8458474,0.7164504,0.8260973,0.7198556,0.6885279,0.8070283,0.6694589,0.6435795,0.7566316
jeu_200_100_4,1.217795,0.5236121,0.5236121,0.5236121,0.4926714,0.5236121,0.43079,0.3217041,0.2348321,0.2157917,0.02003213,0.1126559,0.04204764,0.05811301,0.0230072,0.0009916896,0.003966759,0.02598227,0.0009916896,0.0009916896,0.03907257
jeu_200_100_5,0.08326606,0.06549416,0.07579119,0.05857863,0.02880624,0.04695952,0.01835667,0.01871262,0.01929739,0.01947536,0.02107712,0.02572985,0.01693289,0.0232128,0.02166189,0.04131522,0.04024738,0.06432462,0.06262116,0.09849549,0.06068888
jeu_200_100_6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jeu_200_100_7,0.4100734,0.2217677,0.2107278,0.1958653,0.2010002,0.1882201,0.1753545,0.1506788,0.1507358,0.1110265,0.1237495,0.08406861,0.1284564,0.1194419,0.1046079,0.1139933,0.1249476,0.1422634,0.1407229,0.1776937,0.184911
jeu_200_100_8,0.4011794,0.2604918,0.2570411,0.2524912,0.2485293,0.2382027,0.2466122,0.2295375,0.2170382,0.2116959,0.2203355,0.2313523,0.2373847,0.2366179,0.2079129,0.1962315,0.2187252,0.2190831,0.1936754,0.2262912,0.2369246
jeu_200_100_9,0.3359343,0.1282369,0.08988986,0.08610602,0.07952406,0.07217898,0.05510404,0.07796602,0.06543803,0.08016,0.08871337,0.08321251,0.1096039,0.1035625,0.1054703,0.1223545,0.1342783,0.1527841,0.2185401,0.2107499,0.1978404
jeu_200_100_10,0.5874084,0.5747248,0.5747248,0.4880537,0.5341902,0.4610482,0.4305019,0.4228918,0.4376364,0.4205664,0.3834141,0.4133262,0.3593153,0.3734258,0.3053044,0.3126503,0.3304073,0.3649172,0.3318871,0.3140772,0.2738068
